等级,等级名,悬赏池,入池说明,产物显示名,产物ID,饥饿值,饱和度,效果buff,原料种类数,原料槽位总数,稀有原料数,中间产物原料数,代表机器,代表配方ID,代表配方原料,综合分,分级依据,配方条数,模组,建议难度系数,建议悬赏价值备注,悬赏池文件,悬赏unitWorth
1,T1·简餐基础,T1菜池,分档菜池,诡异木板,minecraft:warped_planks,,,,1,1,0,0,砧板,salvaging/warped_furniture.json,任选其一:[诡异木门(minecraft:warped_door) | 诡异木活板门(minecraft:warped_trapdoor) | 诡异木告示牌(minecraft:warped_sign) | 诡异木悬挂牌(minecraft:warped_hanging_sign) | 诡异木栅栏(minecraft:warped_fence) | 诡异木栅栏门(minecraft:warped_fence_gate) | 诡异木压力板(minecraft:warped_pressure_plate) | 诡异木按钮(minecraft:warped_button) | 诡异木橱柜(farmersdelight:warped_cabinet)],1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,白色染料,minecraft:white_dye,,,,1,1,0,0,石磨,millstone/white_dye_from_lily_of_the_valley.json,铃兰(minecraft:lily_of_the_valley),1.5,简单加工/无食物数据,3,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,黄色染料,minecraft:yellow_dye,,,,1,1,0,0,石磨,millstone/yellow_dye_from_dandelion.json,蒲公英(minecraft:dandelion),1.5,简单加工/无食物数据,5,万花筒烹饪,1.0,原料成本×1.0～1.2，铜币档,,
1,T1·简餐基础,T1菜池,分档菜池,{},{},,,,1,1,0,0,厨锅(分装机制),food_serving.json,{},1.5,简单加工/无食物数据,1,农夫乐事,1.0,原料成本×1.0～1.2，铜币档,,
2,T2·家常中档,T2菜池,分档菜池,牛排配马铃薯,farmersdelight:steak_and_potatoes,12.0,19.2,营养 3分,5,5,0,1,工作台,steak_and_potatoes.json,烤马铃薯(minecraft:baked_potato) + 牛排(minecraft:cooked_beef) + 碗(minecraft:bowl) + 洋葱(#c:crops/onion) + 米饭(kaleidoscope_cookery:cooked_rice),31.34,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,61
2,T2·家常中档,T2菜池,非通用烤熟类,汉堡包,farmersdelight:hamburger,11.0,17.6,,5,5,0,2,工作台,hamburger.json,面包(#c:foods/bread) + 牛肉饼(farmersdelight:beef_patty) + 绿叶菜(#c:foods/leafy_green) + 番茄(#c:crops/tomato) + 洋葱(#c:crops/onion),31.02,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,68
2,T2·家常中档,T2菜池,非通用烤熟类,水果沙拉,farmersdelight:fruit_salad,6.0,7.2,生命恢复 5秒,5,7,0,1,工作台,fruit_salad.json,苹果(minecraft:apple) + 西瓜片(minecraft:melon_slice) + 西瓜片(minecraft:melon_slice) + 浆果(#c:foods/berry) + 浆果(#c:foods/berry) + 南瓜片(farmersdelight:pumpkin_slice) + 碗(minecraft:bowl),29.94,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,70
2,T2·家常中档,T2菜池,分档菜池,羊排意面,farmersdelight:pasta_with_mutton_chop,12.0,19.2,营养 3分,3,3,0,2,"厨锅(烹饪锅,置于炉灶上)",cooking/pasta_with_mutton_chop.json,生羊肉(#c:foods/raw_mutton) + 意面(#c:foods/pasta) + 番茄酱(farmersdelight:tomato_sauce),28.84,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,63
2,T2·家常中档,T2菜池,分档菜池,培根三明治,farmersdelight:bacon_sandwich,10.0,16.0,,4,4,0,2,工作台,bacon_sandwich.json,面包(#c:foods/bread) + 熟培根(#c:foods/cooked_bacon) + 绿叶菜(#c:foods/leafy_green) + 番茄(#c:crops/tomato),27.2,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,57
2,T2·家常中档,T2菜池,分档菜池,鱼肉炖,farmersdelight:fish_stew,12.0,19.2,营养 3分,3,3,0,1,"厨锅(烹饪锅,置于炉灶上)",cooking/fish_stew.json,安全生鱼(不含河豚)(#c:foods/safe_raw_fish) + 番茄酱(farmersdelight:tomato_sauce) + 洋葱(#c:crops/onion),25.34,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,46
2,T2·家常中档,T2菜池,非通用烤熟类,洋葱汤,farmersdelight:onion_soup,12.0,19.2,营养 3分,3,4,0,1,"厨锅(烹饪锅,置于炉灶上)",cooking/onion_soup.json,洋葱(#c:crops/onion) + 洋葱(#c:crops/onion) + 面包(#c:foods/bread) + 奶(#c:drinks/milk),25.34,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,57
2,T2·家常中档,T2菜池,非通用烤熟类,鸡肉汤,farmersdelight:chicken_soup,12.0,19.2,营养 3分,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/chicken_soup.json,生鸡肉(#c:foods/raw_chicken) + 胡萝卜(#c:crops/carrot) + 绿叶菜(#c:foods/leafy_green) + 蔬菜(#c:foods/vegetable)(除西瓜片(minecraft:melon_slice)),24.84,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,44
2,T2·家常中档,T2菜池,分档菜池,炒饭,farmersdelight:fried_rice,12.0,19.2,营养 3分,4,4,0,0,炒锅(置于炉灶上),pot/modify/fried_rice.json,稻米(#c:crops/rice) + 蛋(#c:eggs) + 胡萝卜(#c:crops/carrot) + 洋葱(#c:crops/onion),24.84,家常中档,2,农夫乐事(万花筒机器),1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,38
2,T2·家常中档,T2菜池,分档菜池,蘑菇饭,farmersdelight:mushroom_rice,12.0,19.2,营养 3分,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/mushroom_rice.json,棕色蘑菇(minecraft:brown_mushroom) + 红色蘑菇(minecraft:red_mushroom) + 稻米(#c:crops/rice) + 任选其一:[胡萝卜(minecraft:carrot) | 马铃薯(minecraft:potato)],24.84,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,37
2,T2·家常中档,T2菜池,非通用烤熟类,蔬菜汤,farmersdelight:vegetable_soup,12.0,19.2,营养 3分,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/vegetable_soup.json,胡萝卜(#c:crops/carrot) + 马铃薯(#c:crops/potato) + 甜菜根(#c:crops/beetroot) + 绿叶菜(#c:foods/leafy_green),24.84,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,37
2,T2·家常中档,T2菜池,分档菜池,乌冬面,kaleidoscope_cookery:udon_noodle,14.0,18.0,生机 8分,3,3,0,1,汤锅(灵活),flex_stockpot/udon_noodle.json,生菜(#c:crops/lettuce) + 蛋(#c:eggs) + 生面条(kaleidoscope_cookery:raw_noodles),24.6,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,40
2,T2·家常中档,T2菜池,非通用烤熟类,青椒炒肉盖饭,kaleidoscope_cookery:stir_fried_pork_with_peppers_rice_bowl,14.0,18.0,饱腹代偿 3分,1,1,0,1,盖饭(饭碗),stir_fried_pork_with_peppers_rice_bowl.json,青椒炒肉(kaleidoscope_cookery:stir_fried_pork_with_peppers),24.1,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,27
2,T2·家常中档,T2菜池,分档菜池,鸡肉三明治,farmersdelight:chicken_sandwich,10.0,16.0,,4,4,0,1,工作台,chicken_sandwich.json,面包(#c:foods/bread) + 熟鸡肉(#c:foods/cooked_chicken) + 绿叶菜(#c:foods/leafy_green) + 胡萝卜(#c:crops/carrot),23.7,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,48
2,T2·家常中档,T2菜池,分档菜池,羊肉卷饼,farmersdelight:mutton_wrap,10.0,16.0,,4,4,0,1,工作台,mutton_wrap.json,面包(#c:foods/bread) + 熟羊肉(#c:foods/cooked_mutton) + 绿叶菜(#c:foods/leafy_green) + 洋葱(#c:crops/onion),23.7,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,65
2,T2·家常中档,T2菜池,非通用烤熟类,混合沙拉,farmersdelight:mixed_salad,6.0,7.2,生命恢复 5秒,4,4,0,0,工作台,mixed_salad.json,绿叶菜(#c:foods/leafy_green) + 番茄(#c:crops/tomato) + 甜菜根(#c:crops/beetroot) + 碗(minecraft:bowl),23.44,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,43
2,T2·家常中档,T2菜池,分档菜池,拔丝土豆,kaleidoscope_cookery:candied_potato,20.0,22.0,温暖 1分20秒,2,2,0,0,炒锅(灵活),flex_pot/candied_potato.json,糖(minecraft:sugar) + 马铃薯(minecraft:potato),23.4,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,16
2,T2·家常中档,T2菜池,非通用烤熟类,海带寿司卷,farmersdelight:kelp_roll,12.0,288.0,,3,3,0,1,工作台,kelp_roll.json,米饭(kaleidoscope_cookery:cooked_rice)×2 + 胡萝卜(minecraft:carrot) + 干海带(minecraft:dried_kelp)×3,23.3,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,24
2,T2·家常中档,T2菜池,分档菜池,培根蛋,farmersdelight:bacon_and_eggs,10.0,12.0,营养 1分,3,5,0,1,工作台,bacon_and_eggs.json,熟培根(#c:foods/cooked_bacon) + 熟培根(#c:foods/cooked_bacon) + 碗(minecraft:bowl) + 熟蛋(#c:foods/cooked_egg) + 熟蛋(#c:foods/cooked_egg),22.9,家常中档,2,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,80
2,T2·家常中档,T3菜池,非食用,下界风味刺身,kaleidoscope_cookery:nether_style_sashimi,16.0,6.0,芥末 5分,4,7,0,0,工作台,nether_style_sashimi.json,绯红菌(minecraft:crimson_fungus) + 诡异菌(minecraft:warped_fungus) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 碗(minecraft:bowl),22.7,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,120
2,T2·家常中档,T2菜池,分档菜池,椒麻鸡,kaleidoscope_cookery:numbing_spicy_chicken,13.0,16.0,抗火 2分,2,2,0,0,汤锅(灵活),flex_stockpot/numbing_spicy_chicken.json,辣椒(#c:crops/chilipepper) + 生鸡肉(#c:foods/raw_chicken),22.7,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,32
2,T2·家常中档,T2菜池,分档菜池,蔬菜杂烩,farmersdelight:ratatouille,10.0,12.0,营养 1分,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/ratatouille.json,番茄(#c:crops/tomato) + 洋葱(#c:crops/onion) + 甜菜根(#c:crops/beetroot) + 蔬菜(#c:foods/vegetable)(除西瓜片(minecraft:melon_slice)),22.4,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,52
2,T2·家常中档,T2菜池,非通用烤熟类,饺子,farmersdelight:dumplings,8.0,12.8,,4,4,0,1,"厨锅(烹饪锅,置于炉灶上)",cooking/dumplings.json,面团(#c:dough) + 卷心菜(#c:crops/cabbage) + 洋葱(#c:crops/onion) + 任选其一:[生鸡肉(#c:foods/raw_chicken) | 生猪排(#c:foods/raw_pork) | 生牛肉(#c:foods/raw_beef) | 棕色蘑菇(minecraft:brown_mushroom)],22.06,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,45
2,T2·家常中档,T2菜池,分档菜池,牛肉炖,farmersdelight:beef_stew,12.0,19.2,营养 3分,3,3,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/beef_stew.json,生牛肉(#c:foods/raw_beef) + 胡萝卜(#c:crops/carrot) + 马铃薯(#c:crops/potato),21.84,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,35
2,T2·家常中档,T2菜池,分档菜池,红烧排骨,kaleidoscope_cookery:braised_pork_ribs,16.0,25.6,温暖 1分20秒,2,2,0,0,炒锅(灵活),flex_pot/braised_pork_ribs.json,骨头(minecraft:bone) + 生猪排(#c:foods/raw_pork),21.8,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,35
2,T2·家常中档,T2菜池,分档菜池,牛肉面,kaleidoscope_cookery:beef_noodle,14.0,18.0,生机 8分,2,2,0,1,汤锅(灵活),flex_stockpot/beef_noodle.json,生牛肉(#c:foods/raw_beef) + 生面条(kaleidoscope_cookery:raw_noodles),21.6,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,40
2,T2·家常中档,T2菜池,分档菜池,热干面,kaleidoscope_cookery:hot_dry_noodles,14.0,18.0,生机 8分,2,2,0,1,汤锅(灵活),flex_stockpot/hot_dry_noodles.json,辣椒(#c:crops/chilipepper) + 生面条(kaleidoscope_cookery:raw_noodles),21.6,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,34
2,T2·家常中档,T2菜池,分档菜池,羊肉烩面,kaleidoscope_cookery:hui_noodle,14.0,18.0,生机 8分,2,2,0,1,汤锅(灵活),flex_stockpot/hui_noodle.json,生羊肉(#c:foods/raw_mutton) + 生面条(kaleidoscope_cookery:raw_noodles),21.6,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,49
2,T2·家常中档,T2菜池,包子链重算 unitWorth=25,包子,kaleidoscope_cookery:baozi,8.0,16.0,伤害吸收 1分20秒,1,1,0,1,蒸笼,steamer/baozi.json,裹馅面食(kaleidoscope_cookery:stuffed_dough_food),20.7,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,25
2,T2·家常中档,T2菜池,非通用烤熟类,红烧牛肉盖饭,kaleidoscope_cookery:braised_beef_rice_bowl,14.0,18.0,饱腹代偿 3分,1,1,0,0,盖饭(饭碗),braised_beef_rice_bowl.json,红烧牛肉(kaleidoscope_cookery:braised_beef),20.6,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,27
2,T2·家常中档,T2菜池,非通用烤熟类,鱼香肉丝盖饭,kaleidoscope_cookery:fish_flavored_shredded_pork_rice_bowl,14.0,18.0,饱腹代偿 3分,1,1,0,0,盖饭(饭碗),fish_flavored_shredded_pork_rice_bowl.json,鱼香肉丝(kaleidoscope_cookery:fish_flavored_shredded_pork),20.6,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,27
2,T2·家常中档,T2菜池,非食用,番茄炒蛋盖饭,kaleidoscope_cookery:scramble_egg_with_tomatoes_rice_bowl,14.0,18.0,饱腹代偿 3分,1,1,0,0,盖饭(饭碗),scramble_egg_with_tomatoes_rice_bowl.json,番茄炒蛋(kaleidoscope_cookery:scramble_egg_with_tomatoes),20.6,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,32
2,T2·家常中档,T2菜池,非通用烤熟类,糖醋里脊盖饭,kaleidoscope_cookery:sweet_and_sour_pork_rice_bowl,14.0,18.0,饱腹代偿 3分,1,1,0,0,盖饭(饭碗),sweet_and_sour_pork_rice_bowl.json,糖醋里脊(kaleidoscope_cookery:sweet_and_sour_pork),20.6,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,27
2,T2·家常中档,T2菜池,非通用烤熟类,棕蘑菇瓦罐汤,kaleidoscope_cookery:brown_mushroom_pot_soup,18.0,24.0,温暖 5分,1,1,0,0,汤锅(灵活),flex_stockpot/brown_mushroom_pot_soup.json,棕色蘑菇(minecraft:brown_mushroom),19.8,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,10
2,T2·家常中档,T2菜池,非通用烤熟类,红蘑菇瓦罐汤,kaleidoscope_cookery:red_mushroom_pot_soup,18.0,24.0,温暖 5分,1,1,0,0,汤锅(灵活),flex_stockpot/red_mushroom_pot_soup.json,红色蘑菇(minecraft:red_mushroom),19.8,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,10
2,T2·家常中档,T3菜池,分档菜池,寒带风味刺身,kaleidoscope_cookery:cold_style_sashimi,16.0,6.0,芥末 5分,3,8,0,0,工作台,cold_style_sashimi.json,雪球(minecraft:snowball) + 雪球(minecraft:snowball) + 雪球(minecraft:snowball) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 碗(minecraft:bowl),19.7,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,147
2,T2·家常中档,T3菜池,分档菜池,沙漠风味刺身,kaleidoscope_cookery:desert_style_sashimi,16.0,6.0,芥末 5分,3,7,0,0,工作台,desert_style_sashimi.json,仙人掌(minecraft:cactus) + 仙人掌(minecraft:cactus) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 碗(minecraft:bowl),19.7,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,118
2,T2·家常中档,T3菜池,分档菜池,苔原风味刺身,kaleidoscope_cookery:tundra_style_sashimi,16.0,6.0,芥末 5分,3,7,0,0,工作台,tundra_style_sashimi.json,花(#minecraft:flowers) + 花(#minecraft:flowers) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 刺身(kaleidoscope_cookery:sashimi) + 碗(minecraft:bowl),19.7,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,132
2,T2·家常中档,T3菜池,非通用烤熟类,恐惧浓汤,kaleidoscope_cookery:fearsome_thick_soup,4.0,,硫磺 8分,2,2,1,0,汤锅(灵活),flex_stockpot/fearsome_thick_soup.json,腐肉(minecraft:rotten_flesh) + 幽匿块(minecraft:sculk),19.5,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,54
2,T2·家常中档,T2菜池,非通用烤熟类,四喜丸子汤,kaleidoscope_cookery:four_joy_meatball_soup,13.0,16.0,温暖 1分20秒,1,1,0,1,汤锅(灵活),flex_stockpot/four_joy_meatball_soup.json,生丸子(kaleidoscope_cookery:raw_meatball),19.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,23
2,T2·家常中档,T2菜池,分档菜池,烧烤串,farmersdelight:barbecue_stick,8.0,14.4,,4,4,0,0,工作台,barbecue_stick.json,番茄(#c:crops/tomato) + 洋葱(#c:crops/onion) + 熟肉(#c:foods/cooked_meat) + 木棍(minecraft:stick),18.88,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,35
2,T2·家常中档,T2菜池,分档菜池,冷肉炙,kaleidoscope_cookery:cold_roasted_meat,16.0,25.6,,2,4,0,0,工作台,cold_roasted_meat.json,牛排(minecraft:cooked_beef) + 牛排(minecraft:cooked_beef) + 牛排(minecraft:cooked_beef) + 碗(minecraft:bowl),18.8,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,63
2,T2·家常中档,T2菜池,分档菜池,油泼鱼,kaleidoscope_cookery:oil_splashed_fish,13.0,16.0,温暖 1分20秒,2,2,0,0,炒锅(灵活),flex_pot/oil_splashed_fish.json,生鱼(#c:raw_fishes) + 辣椒(#c:crops/chilipepper),18.7,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,27
2,T2·家常中档,T2菜池,分档菜池,麻辣兔头,kaleidoscope_cookery:spicy_rabbit_head,13.0,16.0,温暖 1分20秒,2,2,0,0,炒锅(灵活),flex_pot/spicy_rabbit_head.json,生兔肉(minecraft:rabbit) + 辣椒(#c:crops/chilipepper),18.7,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,37
2,T2·家常中档,T2菜池,分档菜池,虎皮青椒酿肉,kaleidoscope_cookery:stuffed_tiger_skin_pepper,13.0,16.0,温暖 1分20秒,2,2,0,0,炒锅(灵活),flex_pot/stuffed_tiger_skin_pepper.json,青辣椒(kaleidoscope_cookery:green_chili) + 生切制小肉(kaleidoscope_cookery:raw_cut_small_meats),18.7,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,33
2,T2·家常中档,T2菜池,分档菜池,发光浆果蛋奶沙司,farmersdelight:glow_berry_custard,7.0,8.4,发光 5秒,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/glow_berry_custard.json,发光浆果(minecraft:glow_berries) + 奶(#c:drinks/milk) + 蛋(#c:eggs) + 糖(minecraft:sugar),18.68,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,43
2,T2·家常中档,T2菜池,分档菜池,腊八粥,kaleidoscope_cookery:laba_congee,12.0,12.0,温暖 5分,2,2,0,0,汤锅(灵活),flex_stockpot/laba_congee.json,种子(#c:seeds) + 糖(minecraft:sugar),17.4,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,14
2,T2·家常中档,T2菜池,分档菜池,鱼香肉丝,kaleidoscope_cookery:fish_flavored_shredded_pork,9.0,11.0,活力 1分30秒,3,3,0,0,炒锅(灵活),flex_pot/fish_flavored_shredded_pork.json,生猪排(#c:foods/raw_pork) + 辣椒(#c:crops/chilipepper) + 蘑菇(#c:mushrooms),17.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,49
2,T2·家常中档,T2菜池,分档菜池,填馅马铃薯,farmersdelight:stuffed_potato,10.0,14.0,,3,3,0,0,工作台,stuffed_potato.json,烤马铃薯(minecraft:baked_potato) + 熟牛肉(#c:foods/cooked_beef) + 奶(#c:drinks/milk),16.8,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,38
2,T2·家常中档,T3菜池,分档菜池,紫颂果拼盘,kaleidoscope_cookery:chorus_fruit_platter,,,,2,6,1,0,工作台,chorus_fruit_platter.json,紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 紫颂果(minecraft:chorus_fruit) + 碗(minecraft:bowl),16.0,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t3_objs,108
2,T2·家常中档,T2菜池,非通用烤熟类,生竹筒饭,kaleidoscope_cookery:raw_bamboo_tube_rice,10.0,10.0,,3,3,0,0,工作台,raw_bamboo_tube_rice.json,竹子(minecraft:bamboo) + 稻米(#c:grain/rice) + 生肉(#c:raw_meats),16.0,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,,
2,T2·家常中档,T2菜池,分档菜池,嬗变饭袋,kaleidoscope_cookery:transmutation_lunch_bag,,,,2,2,1,0,工作台,transmutation_lunch_bag.json,皮革(minecraft:leather)×6 + 下界之星(minecraft:nether_star),16.0,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,,
2,T2·家常中档,T2菜池,分档菜池,熟粽子,kaleidoscope_cookery:zongzi,8.0,10.0,生命恢复 20秒,1,1,0,0,汤锅(盖盖煮制),stockpot/zongzi_count_1.json,生粽子(kaleidoscope_cookery:raw_zongzi),16.0,家常中档,9,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,15
2,T2·家常中档,通用池,简单烤熟/一步加工,烟熏火腿,farmersdelight:smoked_ham,10.0,16.0,,1,1,0,1,烟熏炉,smoked_ham.json,火腿(farmersdelight:ham),14.7,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_common_objs,29
2,T2·家常中档,T2菜池,分档菜池,狗粮,farmersdelight:dog_food,4.0,1.6,,4,4,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/dog_food.json,腐肉(minecraft:rotten_flesh) + 骨粉(minecraft:bone_meal) + 生肉(#c:foods/raw_meat) + 稻米(#c:crops/rice),14.32,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,,
2,T2·家常中档,T2菜池,分档菜池,红烧牛肉,kaleidoscope_cookery:braised_beef,9.0,11.0,活力 1分30秒,2,2,0,0,炒锅(灵活),flex_pot/braised_beef.json,生牛肉(#c:foods/raw_beef) + 辣椒(#c:crops/chilipepper),14.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,31
2,T2·家常中档,T2菜池,非食用,番茄炒蛋,kaleidoscope_cookery:scramble_egg_with_tomatoes,9.0,11.0,活力 1分30秒,2,2,0,0,炒锅(灵活),flex_pot/scramble_egg_with_tomatoes.json,蛋(#c:eggs) + 番茄(#c:crops/tomato),14.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,22
2,T2·家常中档,T2菜池,分档菜池,青椒炒肉,kaleidoscope_cookery:stir_fried_pork_with_peppers,9.0,11.0,活力 1分30秒,2,2,0,0,炒锅(灵活),flex_pot/stir_fried_pork_with_peppers.json,生猪排(#c:foods/raw_pork) + 辣椒(#c:crops/chilipepper),14.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,40
2,T2·家常中档,T2菜池,分档菜池,糖醋里脊,kaleidoscope_cookery:sweet_and_sour_pork,9.0,11.0,活力 1分30秒,2,2,0,0,炒锅(灵活),flex_pot/sweet_and_sour_pork.json,生猪排(#c:foods/raw_pork) + 糖(minecraft:sugar),14.2,家常中档,2,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,34
2,T2·家常中档,排除,非食用,下界沙拉,farmersdelight:nether_salad,5.0,4.0,反胃 12秒(30%),3,3,0,0,工作台,nether_salad.json,绯红菌(minecraft:crimson_fungus) + 诡异菌(minecraft:warped_fungus) + 碗(minecraft:bowl),13.8,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,,
2,T2·家常中档,T2菜池,分档菜池,苹果酒,farmersdelight:apple_cider,,,伤害吸收 1分,2,3,0,0,"厨锅(烹饪锅,置于炉灶上)",cooking/apple_cider.json,苹果(minecraft:apple) + 苹果(minecraft:apple) + 糖(minecraft:sugar),13.0,家常中档,1,农夫乐事,1.6,原料成本×1.5～1.8，铜/铁币,food_t2_objs,36
,排除（稀有探索材料）,排除,龙息价格未稳定，不进常驻收购,乌龙茶,kaleidoscope_cookery:oolong,,,,1,1,1,0,茶壶,teapot/oolong.json,龙息(minecraft:dragon_breath),13.0,家常中档,1,万花筒烹饪,1.6,原料成本×1.5～1.8，铜/铁币,,
